site,time,timeout,spp,type,defac,final_N,N_remaining,mass_remaining,cellulose,lignin,carbon,nitrogen,CN,LIG_N
CPR,6,6,THPL,L,0.113275237,1.0412964,0.567858513,41.606,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CPR,7,6.36,THPL,L,0.113275237,1.051804963,0.817233099,51.2595,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CPR,8,8.03,THPL,L,0.113275237,1.5535866,0.515762418,22.322,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CPR,9,9.01,THPL,L,0.113275237,1.663585952,1.017304535,41.117,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CPR,1,1.28,TRAE,L,0.113275237,0.484498264,1.102444431,88.601,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CPR,2,2.02,TRAE,L,0.113275237,0.535717137,1.140113694,82.62525,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CPR,3,3.01,TRAE,L,0.113275237,0.60355699,1.056092035,68.51766667,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CPR,4,4,TRAE,L,0.113275237,1.03873324,0.96305855,34.968,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CPR,5,5.03,TRAE,L,0.113275237,1.598753127,1.374212215,35.303,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CPR,6,6,TRAE,L,0.113275237,2.363940603,0.622973251,11.075,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CPR,7,6.36,TRAE,L,0.113275237,3.376981392,0.431350395,4.995,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CWT,1,1,ACSA,L,0.393612209,6.619411997,0.983382193,36.97725,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CWT,2,2.02,ACSA,L,0.393612209,1.921296938,0.785570031,35.03275,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CWT,3,3.02,ACSA,L,0.393612209,2.067597399,0.774477188,31.885,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CWT,4,4.01,ACSA,L,0.393612209,2.013958153,0.568936066,24.08833333,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CWT,5,5.03,ACSA,L,0.393612209,2.255427959,0.679998226,25.87833333,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CWT,6,6.03,ACSA,L,0.393612209,2.530001197,0.326847198,10.9875,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CWT,7,7.07,ACSA,L,0.393612209,2.577251053,0.446196734,14.657,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CWT,8,8.04,ACSA,L,0.393612209,2.729967855,0.505463922,15.76525,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CWT,9,9.03,ACSA,L,0.393612209,2.599454129,0.237353233,7.674666667,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CWT,3,3.02,AMBR,L,0.393612209,1.680579965,0.81164872,33.563,56.898,14.4,48.6275,0.6675,73.4741367,21.2683078
CWT,5,5.03,AMBR,L,0.393612209,2.121312562,0.537960728,17.624,56.898,14.4,48.6275,0.6675,73.4741367,21.2683078
CWT,8,8.04,AMBR,L,0.393612209,2.684910288,0.293209449,7.589,56.898,14.4,48.6275,0.6675,73.4741367,21.2683078
CWT,10,10.22,AMBR,L,0.393612209,2.91790948,0.699483189,16.659,56.898,14.4,48.6275,0.6675,73.4741367,21.2683078
CWT,1,1,ANGE,L,0.393612209,1.213043665,1.073658513,59.24,59.37333333,18.68166667,44.55,0.6175,73.10703386,26.91053785
CWT,4,4.01,ANGE,L,0.393612209,2.377615714,1.17351189,32.8715,59.37333333,18.68166667,44.55,0.6175,73.10703386,26.91053785
CWT,5,5.03,ANGE,L,0.393612209,2.450980392,0.938797,25.723,59.37333333,18.68166667,44.55,0.6175,73.10703386,26.91053785
CWT,6,6.03,ANGE,L,0.393612209,2.537961672,0.633981045,16.792,59.37333333,18.68166667,44.55,0.6175,73.10703386,26.91053785
CWT,2,2.02,BELU,L,0.393612209,2.557399409,0.325665781,21.606,45.782,26.624,49.88,1.6,31.19263726,16.14773325
CWT,4,4.01,BELU,L,0.393612209,16.05024424,0.441105511,4.663,45.782,26.624,49.88,1.6,31.19263726,16.14773325
CWT,1,1,DRGL,L,0.393612209,3.198261921,0.506270222,33.78775,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CWT,2,2.02,DRGL,L,0.393612209,3.146741592,0.436361852,29.65933333,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CWT,3,3.02,DRGL,L,0.393612209,3.286302724,0.35160933,22.9305,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CWT,4,4.01,DRGL,L,0.393612209,2.826509436,0.231533666,17.641,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CWT,5,5.03,DRGL,L,0.393612209,3.183793988,0.139231615,9.541,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CWT,6,6.03,DRGL,L,0.393612209,3.327699887,0.197863614,12.734,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CWT,7,7.07,DRGL,L,0.393612209,2.710846053,0.073031311,5.562,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CWT,8,8.04,DRGL,L,0.393612209,2.236490238,0.093821411,6.018,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CWT,9,9.03,DRGL,L,0.393612209,4.201400467,0.099358879,5.053,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CWT,2,2.02,FAGR,L,0.393612209,1.69955515,0.797526117,42.628,49.114,26.028,49.4075,0.85,58.39817258,30.15031443
CWT,3,3.02,FAGR,L,0.393612209,4.08853031,2.249374126,49.978,49.114,26.028,49.4075,0.85,58.39817258,30.15031443
CWT,1,1,LATR,L,0.393612209,3.295269168,0.546617751,38.585,40.464,7.95,50.85,2.1375,23.81046908,3.91729014
CWT,4,4.01,LATR,L,0.393612209,4.069834663,0.426196441,24.359,40.464,7.95,50.85,2.1375,23.81046908,3.91729014
CWT,6,6.03,LATR,L,0.393612209,3.479125249,0.120739811,8.072,40.464,7.95,50.85,2.1375,23.81046908,3.91729014
CWT,7,7.07,LATR,L,0.393612209,3.583639357,0.139527422,9.057,40.464,7.95,50.85,2.1375,23.81046908,3.91729014
CWT,1,1,PIRE,L,0.393612209,0.778300524,0.993578255,76.74825,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CWT,2,2.02,PIRE,L,0.393612209,1.17075415,1.179470062,60.38466667,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CWT,3,3.02,PIRE,L,0.393612209,1.098549488,0.815631377,44.563,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CWT,4,4.01,PIRE,L,0.393612209,1.419790334,0.758796399,32.33133333,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CWT,5,5.03,PIRE,L,0.393612209,1.826848807,0.557501385,18.3385,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CWT,6,6.03,PIRE,L,0.393612209,1.871010915,0.78241202,25.046,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CWT,7,7.07,PIRE,L,0.393612209,1.863237077,0.590022649,19.186,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CWT,8,8.04,PIRE,L,0.393612209,1.947106952,0.728317053,22.35866667,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CWT,9,9.03,PIRE,L,0.393612209,2.011364019,0.438763618,13.431,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CWT,10,10.22,PIRE,L,0.393612209,2.050678425,0.556629165,16.495,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CWT,3,3.02,POTR,L,0.393612209,2.406536826,0.691834002,23.048,40.774,18.76,49.205,0.735,67.23513495,24.88369433
CWT,7,7.07,POTR,L,0.393612209,2.523195293,0.280152298,8.902,40.774,18.76,49.205,0.735,67.23513495,24.88369433
CWT,8,8.04,POTR,L,0.393612209,2.523857358,0.433201284,13.761,40.774,18.76,49.205,0.735,67.23513495,24.88369433
CWT,9,9.03,POTR,L,0.393612209,3.312118457,0.28131079,6.809,40.774,18.76,49.205,0.735,67.23513495,24.88369433
CWT,1,1,PSME,L,0.393612209,1.221052632,1.007048929,76.763,37.27,27.35111111,48.7525,0.82,60.27379213,32.8327649
CWT,2,2.02,PSME,L,0.393612209,1.843374985,0.957364586,48.339,37.27,27.35111111,48.7525,0.82,60.27379213,32.8327649
CWT,3,3.02,PSME,L,0.393612209,1.983528593,0.860673732,40.387,37.27,27.35111111,48.7525,0.82,60.27379213,32.8327649
CWT,6,6.03,PSME,L,0.393612209,2.472057857,0.608741214,22.92,37.27,27.35111111,48.7525,0.82,60.27379213,32.8327649
CWT,1,1,QUPR,L,0.393612209,1.435069977,0.755102125,56.81475,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CWT,2,2.02,QUPR,L,0.393612209,1.792031665,0.642294012,40.534,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CWT,3,3.02,QUPR,L,0.393612209,1.957004889,0.714637267,40.56325,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CWT,4,4.01,QUPR,L,0.393612209,2.136169021,0.529598706,26.66525,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CWT,5,5.03,QUPR,L,0.393612209,2.257107099,0.334593071,15.237,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CWT,6,6.03,QUPR,L,0.393612209,2.438993972,0.242232254,11.46266667,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CWT,7,7.07,QUPR,L,0.393612209,1.968109802,0.113437492,5.103,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CWT,8,8.04,QUPR,L,0.393612209,2.719639053,0.31104378,12.321,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CWT,9,9.03,QUPR,L,0.393612209,2.481836901,0.250632536,10.87075,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CWT,10,10.22,QUPR,L,0.393612209,4.637652284,0.169098694,4.85825,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CWT,2,2.02,RHMA,L,0.393612209,1.1807548,1.312953926,48.975,36.902,16.952,50.7975,0.4175,126.283126,41.38436101
CWT,8,8.04,RHMA,L,0.393612209,2.04456945,1.015729937,21.881,36.902,16.952,50.7975,0.4175,126.283126,41.38436101
CWT,9,9.03,RHMA,L,0.393612209,1.994767822,1.688703681,37.286,36.902,16.952,50.7975,0.4175,126.283126,41.38436101
CWT,5,5.03,ROPS,L,0.393612209,2.678571429,0.169457114,16.421,40.445,17.65833333,50.1875,2.45,20.49147664,6.402318249
CWT,7,7.07,ROPS,L,0.393612209,3.183174648,0.072930742,5.947,40.445,17.65833333,50.1875,2.45,20.49147664,6.402318249
CWT,8,8.04,ROPS,L,0.393612209,3.365999148,0.158076886,12.19,40.445,17.65833333,50.1875,2.45,20.49147664,6.402318249
CWT,1,1,THPL,L,0.393612209,0.926448085,1.012554865,73.444,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CWT,2,2.02,THPL,L,0.393612209,1.216569916,1.133106465,62.691,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CWT,3,3.02,THPL,L,0.393612209,1.339630343,0.917349496,46.51966667,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CWT,4,4.01,THPL,L,0.393612209,1.594639149,0.939990943,40.04733333,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CWT,5,5.03,THPL,L,0.393612209,1.840802401,0.68695333,24.9165,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CWT,6,6.03,THPL,L,0.393612209,1.979846952,0.660694504,22.312,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CWT,7,7.07,THPL,L,0.393612209,2.04276248,0.648939415,21.62125,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CWT,8,8.04,THPL,L,0.393612209,1.975282046,0.722839066,24.71075,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CWT,9,9.03,THPL,L,0.393612209,2.035690117,0.440987754,14.53766667,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CWT,10,10.22,THPL,L,0.393612209,2.763591239,0.84207844,20.41533333,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CWT,1,1,TRAE,L,0.393612209,0.986976436,1.554586644,61.56725,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CWT,2,2.02,TRAE,L,0.393612209,1.353879855,1.602212125,46.3,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CWT,3,3.02,TRAE,L,0.393612209,1.694505732,1.601092092,36.953,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CWT,4,4.01,TRAE,L,0.393612209,2.59925895,1.538876813,22.19425,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CWT,5,5.03,TRAE,L,0.393612209,2.457721245,1.395598627,22.29566667,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CWT,6,6.03,TRAE,L,0.393612209,2.489545044,1.104771356,17.12175,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CWT,7,7.07,TRAE,L,0.393612209,2.782673842,0.544409751,7.7935,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CWT,8,8.04,TRAE,L,0.393612209,2.865287743,0.57999814,7.699,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CWT,9,9.03,TRAE,L,0.393612209,2.778069475,0.876827929,11.98525,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CWT,10,10.22,TRAE,L,0.393612209,2.486916451,0.746670223,11.591,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
GSF,3,1.02,ABLA,L,0.404529664,1.07357685,1.021807797,70.654,30.64666667,17.95666667,53.965,0.71,76.07037919,24.81536629
GSF,4,1.36,ABLA,L,0.404529664,1.265822785,1.202604126,70.507,30.64666667,17.95666667,53.965,0.71,76.07037919,24.81536629
GSF,10,3.34,ABLA,L,0.404529664,1.851706499,1.056293543,43.366,30.64666667,17.95666667,53.965,0.71,76.07037919,24.81536629
GSF,1,0.34,ACSA,L,0.404529664,1.081032879,1.022137748,80.525,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
GSF,2,0.67,ACSA,L,0.404529664,1.319890392,1.105310693,71.48625,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
GSF,3,1.02,ACSA,L,0.404529664,1.408178196,1.068944598,64.4695,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
GSF,4,1.36,ACSA,L,0.404529664,1.721537267,1.606095278,79.304,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
GSF,5,1.68,ACSA,L,0.404529664,1.282902013,1.032454456,68.409,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
GSF,6,2.02,ACSA,L,0.404529664,1.275775685,1.102066349,73.335,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
GSF,7,2.31,ACSA,L,0.404529664,1.432431442,1.105251898,65.584,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
GSF,8,2.66,ACSA,L,0.404529664,1.659564933,1.057565535,54.25266667,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
GSF,9,3,ACSA,L,0.404529664,1.968499908,1.194225816,51.81375,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
GSF,7,2.31,CEGR,L,0.404529664,2.6152432,1.561237899,81.31433333,26.866,12.374,52.5825,1.3275,39.71324879,8.911036415
GSF,8,2.66,CEGR,L,0.404529664,4.818647647,0.741199845,21.789,26.866,12.374,52.5825,1.3275,39.71324879,8.911036415
GSF,9,3,CEGR,L,0.404529664,2.650985313,0.725773169,38.179,26.866,12.374,52.5825,1.3275,39.71324879,8.911036415
GSF,1,0.34,DRGL,L,0.404529664,2.787708338,0.931248864,72.04,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
GSF,2,0.67,DRGL,L,0.404529664,2.880983329,0.717416331,53.44675,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
GSF,3,1.02,DRGL,L,0.404529664,3.167444338,0.567480449,38.12675,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
GSF,4,1.36,DRGL,L,0.404529664,3.268076702,0.710913878,46.49975,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
GSF,5,1.68,DRGL,L,0.404529664,2.815357776,0.642382338,48.8705,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
GSF,6,2.02,DRGL,L,0.404529664,3.087341578,0.632711927,44.9635,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
GSF,7,2.31,DRGL,L,0.404529664,3.103186074,0.52946401,37.93466667,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
GSF,8,2.66,DRGL,L,0.404529664,3.115440414,0.562836283,38.16575,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
GSF,9,3,DRGL,L,0.404529664,3.173034213,0.405802965,27.76833333,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
GSF,10,3.34,DRGL,L,0.404529664,3.365534434,0.41744488,26.502,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
GSF,8,2.66,LATR,L,0.404529664,3.557620412,0.763978012,50.5595,40.464,7.95,50.85,2.1375,23.81046908,3.91729014
GSF,9,3,LATR,L,0.404529664,3.61690887,0.535869163,34.748,40.464,7.95,50.85,2.1375,23.81046908,3.91729014
GSF,1,0.34,PIEL,L,0.404529664,0.432889552,1.190016474,100.3406667,41.338,21.418,54.26,0.36,163.8340763,61.36991993
GSF,2,0.67,PIEL,L,0.404529664,0.239333842,0.575739652,88.254,41.338,21.418,54.26,0.36,163.8340763,61.36991993
GSF,3,1.02,PIEL,L,0.404529664,0.255245818,0.58737709,84.1095,41.338,21.418,54.26,0.36,163.8340763,61.36991993
GSF,4,1.36,PIEL,L,0.404529664,0.400238434,1.010342519,91.6,41.338,21.418,54.26,0.36,163.8340763,61.36991993
GSF,5,1.68,PIEL,L,0.404529664,0.317936606,0.760330124,87.42433333,41.338,21.418,54.26,0.36,163.8340763,61.36991993
GSF,6,2.02,PIEL,L,0.404529664,0.460286876,1.189775091,94.462,41.338,21.418,54.26,0.36,163.8340763,61.36991993
GSF,7,2.31,PIEL,L,0.404529664,0.57764321,1.10315117,70.93933333,41.338,21.418,54.26,0.36,163.8340763,61.36991993
GSF,8,2.66,PIEL,L,0.404529664,0.500692836,1.012391735,74.182,41.338,21.418,54.26,0.36,163.8340763,61.36991993
GSF,9,3,PIEL,L,0.404529664,0.758335751,1.300998058,62.74633333,41.338,21.418,54.26,0.36,163.8340763,61.36991993
GSF,10,3.34,PIEL,L,0.404529664,0.815988647,1.418225852,63.516,41.338,21.418,54.26,0.36,163.8340763,61.36991993
GSF,1,0.34,QUPR,L,0.404529664,1.082089389,0.803308883,82.09466667,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
GSF,2,0.67,QUPR,L,0.404529664,1.364889453,0.895713278,70.60225,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
GSF,3,1.02,QUPR,L,0.404529664,1.552561424,1.094186851,76.33075,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
GSF,4,1.36,QUPR,L,0.404529664,1.665921408,1.135232872,73.659,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
GSF,5,1.68,QUPR,L,0.404529664,1.390266904,0.750711478,59.451,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
GSF,6,2.02,QUPR,L,0.404529664,1.557084733,1.004663952,69.639,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
GSF,7,2.31,QUPR,L,0.404529664,1.322222222,0.646644167,52.686,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
GSF,8,2.66,QUPR,L,0.404529664,1.826758251,0.782321609,45.86775,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
GSF,9,3,QUPR,L,0.404529664,2.043211666,0.884499318,46.876,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
GSF,1,0.34,THPL,L,0.404529664,0.69594428,0.93065627,89.8085,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
GSF,2,0.67,THPL,L,0.404529664,0.877668099,1.000273002,76.68525,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
GSF,3,1.02,THPL,L,0.404529664,0.907346098,1.022244907,75.99333333,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
GSF,4,1.36,THPL,L,0.404529664,0.883812092,1.031445091,78.545,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
GSF,5,1.68,THPL,L,0.404529664,0.833416609,0.940986336,76.058,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
GSF,6,2.02,THPL,L,0.404529664,0.816564684,1.029183095,84.95933333,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
GSF,7,2.31,THPL,L,0.404529664,0.963801412,0.998155378,69.634,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
GSF,8,2.66,THPL,L,0.404529664,1.043959972,0.98457403,64.15466667,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
GSF,9,3,THPL,L,0.404529664,1.49590593,1.503009293,68.26125,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
GSF,1,0.34,TRAE,L,0.404529664,0.520585157,1.089442929,82.293,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
GSF,2,0.67,TRAE,L,0.404529664,0.441569805,0.670236822,60.662,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
GSF,3,1.02,TRAE,L,0.404529664,0.876450522,1.443695187,64.9985,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
GSF,4,1.36,TRAE,L,0.404529664,1.112388615,1.565516016,56.3185,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
GSF,5,1.68,TRAE,L,0.404529664,0.945604569,1.47711039,61.12366667,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
GSF,6,2.02,TRAE,L,0.404529664,2.060182188,1.471388334,36.5,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
GSF,7,2.31,TRAE,L,0.404529664,1.361822024,1.356404534,38.947,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
GSF,8,2.66,TRAE,L,0.404529664,2.311331267,1.50760161,29.359,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
GSF,9,3,TRAE,L,0.404529664,2.467221358,0.628946507,15.17875,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
GSF,10,3.34,TRAE,L,0.404529664,3.077783996,0.11669551,1.483,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
HBR,1,1.02,ACSA,L,0.268105793,1.523940041,1.06403879,59.39375,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
HBR,2,2.05,ACSA,L,0.268105793,2.193039584,1.059893192,41.1515,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
HBR,3,3.03,ACSA,L,0.268105793,2.505978211,0.787990762,26.72275,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
HBR,4,3.99,ACSA,L,0.268105793,2.201951649,0.836127129,32.51425,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
HBR,5,5,ACSA,L,0.268105793,2.137719513,0.621118718,25.095,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
HBR,6,6,ACSA,L,0.268105793,2.184470679,0.59344828,23.1385,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
HBR,1,1.02,DRGL,L,0.268105793,3.572394678,0.620672003,37.16875,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
HBR,2,2.05,DRGL,L,0.268105793,1.767059372,0.250869016,30.063,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
HBR,3,3.03,DRGL,L,0.268105793,3.828720736,0.320619709,17.76425,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
HBR,4,3.99,DRGL,L,0.268105793,3.829030464,0.36932957,20.51766667,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
HBR,5,5,DRGL,L,0.268105793,3.712028669,0.218998334,12.58,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
HBR,6,6,DRGL,L,0.268105793,3.372611531,0.189833353,12.23133333,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
HBR,1,1.02,PIRE,L,0.268105793,0.652718683,0.859217339,78.80725,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
HBR,2,2.05,PIRE,L,0.268105793,1.032236072,1.118641827,65.86425,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
HBR,3,3.03,PIRE,L,0.268105793,1.078291633,0.78849813,44.94566667,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
HBR,4,3.99,PIRE,L,0.268105793,1.577697574,0.684404307,26.152,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
HBR,5,5,PIRE,L,0.268105793,1.498688952,0.683576179,28.90625,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
HBR,6,6,PIRE,L,0.268105793,1.799150944,0.382781829,13.04225,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
HBR,1,1.02,QUPR,L,0.268105793,1.424151778,0.860348321,65.13825,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
HBR,2,2.05,QUPR,L,0.268105793,1.977941398,0.818651238,45.194,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
HBR,3,3.03,QUPR,L,0.268105793,3.005147915,0.527241045,18.878,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
HBR,4,3.99,QUPR,L,0.268105793,2.500631227,0.355802759,15.4905,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
HBR,5,5,QUPR,L,0.268105793,2.487094248,0.352771571,15.4325,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
HBR,6,6,QUPR,L,0.268105793,2.266223765,0.396142444,19.19333333,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
HBR,1,1.02,THPL,L,0.268105793,0.926363955,0.937927303,68.3125,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
HBR,2,2.05,THPL,L,0.268105793,1.249659417,1.12572108,60.7905,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
HBR,3,3.03,THPL,L,0.268105793,1.406576849,0.877182603,42.52966667,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
HBR,4,3.99,THPL,L,0.268105793,2.04221684,0.855596319,29.85,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
HBR,5,5,THPL,L,0.268105793,1.701106268,0.583444938,22.86575,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
HBR,6,6,THPL,L,0.268105793,1.796815357,0.622046914,23.47525,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
HBR,1,1.02,TRAE,L,0.268105793,1.024446664,1.589355355,61.6285,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
HBR,2,2.05,TRAE,L,0.268105793,1.409375396,1.569993318,44.87566667,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
HBR,3,3.03,TRAE,L,0.268105793,1.584442718,1.449139844,36.02433333,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
HBR,4,3.99,TRAE,L,0.268105793,2.255548164,1.043710603,19.05733333,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
