site,time,timeout,spp,type,defac,final_N,N_remaining,mass_remaining,cellulose,lignin,carbon,nitrogen,CN,LIG_N
BNZ,2,2.03,PIRE,L,0.09796475,0.641722066,0.92715587,86.8245,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
BNZ,3,3,PIRE,L,0.09796475,0.682203639,0.951375519,83.69975,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
BNZ,4,3.98,PIRE,L,0.09796475,0.947890524,1.265925406,80.3715,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
BNZ,5,5,PIRE,L,0.09796475,1.045417444,1.282702773,74.65375,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
BNZ,6,6,PIRE,L,0.09796475,1.172767968,1.245347643,65.85466667,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
BNZ,7,7,PIRE,L,0.09796475,1.386608919,1.249473686,55.004,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
BNZ,8,8,PIRE,L,0.09796475,1.528904084,1.247895177,49.68425,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
BNZ,9,9,PIRE,L,0.09796475,1.469783526,1.185243532,48.357,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
BNZ,10,10.01,PIRE,L,0.09796475,1.673430115,1.286919489,47.71475,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
BNZ,1,1.02,QUPR,L,0.09796475,1.008233278,0.799329556,85.43025,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BNZ,2,2.03,QUPR,L,0.09796475,1.018201377,0.732932219,78.22475,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BNZ,3,3,QUPR,L,0.09796475,1.193828132,0.726515993,66.0545,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BNZ,4,3.98,QUPR,L,0.09796475,1.507923792,0.867123086,62.3265,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BNZ,5,5,QUPR,L,0.09796475,1.634741641,0.783169234,51.7585,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BNZ,6,6,QUPR,L,0.09796475,1.646851854,0.708530776,47.00675,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BNZ,7,7,QUPR,L,0.09796475,1.755778712,0.620240763,38.7955,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BNZ,8,8,QUPR,L,0.09796475,1.731799926,0.752095707,47.62075,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BNZ,9,9,QUPR,L,0.09796475,2.005046592,0.667406127,36.0645,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BNZ,10,10.01,QUPR,L,0.09796475,2.125088784,0.672394141,34.23425,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BNZ,1,1.02,THPL,L,0.09796475,0.77153011,1.028299263,89.81575,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BNZ,2,2.03,THPL,L,0.09796475,0.760442182,0.916502909,81.62775,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BNZ,3,3,THPL,L,0.09796475,0.946155794,1.160083999,82.717,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BNZ,4,3.98,THPL,L,0.09796475,1.250451339,1.443329551,78.33475,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BNZ,5,5,THPL,L,0.09796475,1.282435141,1.300971094,68.867,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BNZ,6,6,THPL,L,0.09796475,1.457087999,1.416319687,65.938,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BNZ,7,7,THPL,L,0.09796475,1.258071135,1.145108054,63.198,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BNZ,8,8,THPL,L,0.09796475,1.411802194,1.176493002,56.79325,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BNZ,9,9,THPL,L,0.09796475,1.448402399,1.036968382,48.66425,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BNZ,10,10.01,THPL,L,0.09796475,1.722762756,1.075713709,45.24075,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BNZ,1,1.02,TRAE,L,0.09796475,0.333447594,0.729353345,85.894,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BNZ,2,2.03,TRAE,L,0.09796475,0.6368044,1.264644591,78.005,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BNZ,3,3,TRAE,L,0.09796475,0.76079399,1.422305802,73.457,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BNZ,4,3.98,TRAE,L,0.09796475,1.192208897,2.041564468,67.7075,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BNZ,5,5,TRAE,L,0.09796475,1.409384814,1.740875084,49.8235,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BNZ,6,6,TRAE,L,0.09796475,1.611302357,2.246864567,55.0995,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BNZ,7,7,TRAE,L,0.09796475,1.642960745,1.590287334,40.4055,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BNZ,8,8,TRAE,L,0.09796475,2.028540311,2.01433009,39.57266667,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BNZ,9,9,TRAE,L,0.09796475,2.080619791,1.70667529,32.03575,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BNZ,10,10.01,TRAE,L,0.09796475,2.181756955,1.392237617,27.08825,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BSF,1,0.93,ACSA,L,0.273753609,1.243138847,1.04695961,71.66875,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
BSF,3,2.82,ACSA,L,0.273753609,1.780569,1.211109183,58.08366667,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
BSF,5,4.81,ACSA,L,0.273753609,1.916903034,1.164798272,51.93375,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
BSF,6,5.68,ACSA,L,0.273753609,2.097411866,1.321891098,53.68225,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
BSF,7,6.83,ACSA,L,0.273753609,1.863388894,0.990835626,45.309,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
BSF,8,7.69,ACSA,L,0.273753609,1.889429972,1.071047813,48.22166667,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
BSF,9,8.82,ACSA,L,0.273753609,2.320047407,1.077622121,39.606,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
BSF,10,9.75,ACSA,L,0.273753609,2.039701505,1.206839133,50.3245,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
BSF,3,2.82,ANGE,L,0.273753609,1.06553278,1.196116269,75.24833333,59.37333333,18.68166667,44.55,0.6175,73.10703386,26.91053785
BSF,8,7.69,ANGE,L,0.273753609,2.421307506,2.379327287,65.993,59.37333333,18.68166667,44.55,0.6175,73.10703386,26.91053785
BSF,10,9.75,ANGE,L,0.273753609,2.366485244,1.709751298,48.66433333,59.37333333,18.68166667,44.55,0.6175,73.10703386,26.91053785
BSF,8,7.69,CONU,L,0.273753609,2.293251316,0.439787939,17.90366667,37.008,0.7575,44.125,0.8075,55.80523169,0.843073593
BSF,10,9.75,CONU,L,0.273753609,2.75888618,0.734966403,24.449,37.008,0.7575,44.125,0.8075,55.80523169,0.843073593
BSF,1,0.93,DRGL,L,0.273753609,3.042675746,0.856077819,60.1735,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
BSF,2,1.8,DRGL,L,0.273753609,3.182369175,0.925207006,62.314,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
BSF,3,2.82,DRGL,L,0.273753609,3.332458867,0.808918522,51.737,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
BSF,5,4.81,DRGL,L,0.273753609,3.043478261,0.398847697,28.001,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
BSF,6,5.68,DRGL,L,0.273753609,2.97921723,0.383800072,27.584,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
BSF,7,6.83,DRGL,L,0.273753609,2.864214355,0.388453889,28.9545,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
BSF,8,7.69,DRGL,L,0.273753609,2.822092753,0.587034707,44.15,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
BSF,9,8.82,DRGL,L,0.273753609,2.985738988,0.638906648,45.6075,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
BSF,10,9.75,DRGL,L,0.273753609,3.073936112,0.41142694,28.64566667,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
BSF,1,0.93,PIEL,L,0.273753609,0.310596817,0.820118985,96.54175,41.338,21.418,54.26,0.36,163.8340763,61.36991993
BSF,2,1.8,PIEL,L,0.273753609,0.346689596,0.884257754,93.2005,41.338,21.418,54.26,0.36,163.8340763,61.36991993
BSF,3,2.82,PIEL,L,0.273753609,0.558241825,1.375906473,90.01175,41.338,21.418,54.26,0.36,163.8340763,61.36991993
BSF,5,4.81,PIEL,L,0.273753609,0.914503084,1.919931169,76.825,41.338,21.418,54.26,0.36,163.8340763,61.36991993
BSF,6,5.68,PIEL,L,0.273753609,1.203292321,2.299248307,70.649,41.338,21.418,54.26,0.36,163.8340763,61.36991993
BSF,7,6.83,PIEL,L,0.273753609,0.816035474,1.560245976,71.739,41.338,21.418,54.26,0.36,163.8340763,61.36991993
BSF,8,7.69,PIEL,L,0.273753609,1.106992495,1.984140438,66.23633333,41.338,21.418,54.26,0.36,163.8340763,61.36991993
BSF,9,8.82,PIEL,L,0.273753609,1.37549186,2.357957307,65.1915,41.338,21.418,54.26,0.36,163.8340763,61.36991993
BSF,10,9.75,PIEL,L,0.273753609,1.230338315,2.163304359,64.77375,41.338,21.418,54.26,0.36,163.8340763,61.36991993
BSF,1,0.93,QUPR,L,0.273753609,1.219437867,0.963809278,85.15025,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BSF,2,1.8,QUPR,L,0.273753609,1.311355586,0.922755519,75.88033333,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BSF,3,2.82,QUPR,L,0.273753609,1.717539154,1.145732684,71.9585,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BSF,5,4.81,QUPR,L,0.273753609,1.810301091,0.83632417,50.702,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BSF,6,5.68,QUPR,L,0.273753609,1.841177926,1.052877858,61.69675,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BSF,7,6.83,QUPR,L,0.273753609,1.759593379,0.836741129,51.59866667,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BSF,8,7.69,QUPR,L,0.273753609,1.902564145,0.899696358,51.04825,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BSF,9,8.82,QUPR,L,0.273753609,1.857659757,0.851233836,49.674,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BSF,10,9.75,QUPR,L,0.273753609,1.984686667,1.095079609,60.814,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
BSF,1,0.93,THPL,L,0.273753609,0.799246459,1.017697271,85.686,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BSF,2,1.8,THPL,L,0.273753609,0.895993076,1.087513622,81.643,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BSF,3,2.82,THPL,L,0.273753609,1.26493144,1.39484642,74.233,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BSF,5,4.81,THPL,L,0.273753609,1.299178516,1.301979691,67.73975,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BSF,6,5.68,THPL,L,0.273753609,1.445530212,1.203524481,57.0875,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BSF,7,6.83,THPL,L,0.273753609,1.335124582,1.02837313,52.3195,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BSF,8,7.69,THPL,L,0.273753609,1.407322558,1.290053937,61.86866667,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BSF,9,8.82,THPL,L,0.273753609,1.530318626,1.255495031,55.68,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BSF,10,9.75,THPL,L,0.273753609,1.640558896,1.240567162,50.86925,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
BSF,1,0.93,TRAE,L,0.273753609,0.669310766,1.311183187,76.548,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BSF,2,1.8,TRAE,L,0.273753609,0.797233126,1.670639453,81.91133333,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BSF,3,2.82,TRAE,L,0.273753609,0.94861554,1.672075442,68.9945,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BSF,4,3.77,TRAE,L,0.273753609,1.233736948,1.969805634,62.381,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BSF,5,4.81,TRAE,L,0.273753609,1.648648142,2.107444698,50.06933333,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BSF,6,5.68,TRAE,L,0.273753609,1.908379991,2.170624499,44.38,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BSF,7,6.83,TRAE,L,0.273753609,2.042350564,1.739842267,34.49133333,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BSF,8,7.69,TRAE,L,0.273753609,1.781032774,1.965395896,43.18525,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BSF,9,8.82,TRAE,L,0.273753609,1.972732415,1.854837404,37.108,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
BSF,10,9.75,TRAE,L,0.273753609,2.090663007,1.846237631,34.81725,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CDR,1,1.02,ACSA,L,0.261930059,1.313910089,0.92023569,59.8505,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CDR,2,2.08,ACSA,L,0.261930059,2.128134713,1.273150242,51.35175,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CDR,3,3.04,ACSA,L,0.261930059,1.76779891,1.016966881,49.91025,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CDR,4,4.01,ACSA,L,0.261930059,3.892374621,1.636398435,42.73433333,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CDR,6,5.99,ACSA,L,0.261930059,2.967436975,1.235253861,35.384,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CDR,7,6.99,ACSA,L,0.261930059,2.618917078,0.962438927,32.416,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CDR,9,8.98,ACSA,L,0.261930059,3.070297305,1.105388899,30.604,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CDR,1,1.02,DRGL,L,0.261930059,2.936582225,0.794600884,57.90025,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CDR,2,2.08,DRGL,L,0.261930059,3.756961369,0.774245739,44.12725,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CDR,3,3.04,DRGL,L,0.261930059,3.646644095,0.670387162,39.11,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CDR,4,4.01,DRGL,L,0.261930059,3.693657689,0.925925725,52.9935,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CDR,6,5.99,DRGL,L,0.261930059,3.595850431,0.478843905,28.3825,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CDR,7,6.99,DRGL,L,0.261930059,4.101566902,0.4331012,22.084,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CDR,8,8.01,DRGL,L,0.261930059,3.558884196,0.16787739,6.9905,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CDR,9,8.98,DRGL,L,0.261930059,3.890489914,0.403963375,22.186,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CDR,10,10.04,DRGL,L,0.261930059,4.636255218,0.288115423,13.278,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CDR,2,2.08,KOMY,L,0.261930059,3.049856958,0.866745719,32.9805,61.56,9.254,46.2575,1.0675,43.87712648,8.210415694
CDR,7,6.99,KOMY,L,0.261930059,3.960710393,0.758392772,21.123,61.56,9.254,46.2575,1.0675,43.87712648,8.210415694
CDR,1,1.02,PIRE,L,0.261930059,0.61343385,0.87260311,85.46,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CDR,2,2.08,PIRE,L,0.261930059,0.808507248,1.042829157,77.58075,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CDR,3,3.04,PIRE,L,0.261930059,0.899808454,1.015232321,68.32366667,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CDR,4,4.01,PIRE,L,0.261930059,1.292710023,1.481480375,68.4065,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CDR,6,5.99,PIRE,L,0.261930059,1.814397761,1.034673068,34.4145,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CDR,7,6.99,PIRE,L,0.261930059,1.77728682,1.463397467,49.6855,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CDR,8,8.01,PIRE,L,0.261930059,1.940439294,1.141346874,35.303,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CDR,9,8.98,PIRE,L,0.261930059,2.508557788,1.38652897,33.0845,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CDR,10,10.04,PIRE,L,0.261930059,1.99556541,1.232769112,37.078,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CDR,1,1.02,QUPR,L,0.261930059,0.970127611,0.744270337,83.067,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CDR,2,2.08,QUPR,L,0.261930059,1.570504498,0.920405907,63.764,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CDR,3,3.04,QUPR,L,0.261930059,1.590087083,1.016774303,69.22025,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CDR,4,4.01,QUPR,L,0.261930059,1.936458194,1.203117533,68.628,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CDR,6,5.99,QUPR,L,0.261930059,2.472778935,0.691941455,30.0915,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CDR,7,6.99,QUPR,L,0.261930059,2.490259086,1.100638798,47.6085,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CDR,8,8.01,QUPR,L,0.261930059,2.723368804,1.225795362,48.497,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CDR,9,8.98,QUPR,L,0.261930059,2.966216118,0.75876173,28.3825,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CDR,10,10.04,QUPR,L,0.261930059,2.652246685,0.715162874,29.049,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CDR,1,1.02,THPL,L,0.261930059,0.751935871,0.945263741,84.80125,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CDR,2,2.08,THPL,L,0.261930059,0.961634364,1.094910187,76.70525,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CDR,3,3.04,THPL,L,0.261930059,1.033959774,1.156131068,75.49675,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CDR,4,4.01,THPL,L,0.261930059,1.259256728,1.522715265,80.807,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CDR,6,5.99,THPL,L,0.261930059,1.984766276,0.998859471,33.8875,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CDR,7,6.99,THPL,L,0.261930059,1.862657092,1.405917857,50.751,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CDR,8,8.01,THPL,L,0.261930059,1.79647939,0.91478368,35.5715,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CDR,9,8.98,THPL,L,0.261930059,2.199970542,0.813378849,24.417,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CDR,10,10.04,THPL,L,0.261930059,2.187397407,0.693735659,21.3915,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CDR,1,1.02,TRAE,L,0.261930059,0.589750729,1.023884404,68.098,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CDR,2,2.08,TRAE,L,0.261930059,1.07394674,1.657971349,60.2085,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CDR,3,3.04,TRAE,L,0.261930059,1.250088763,1.685232011,53.15625,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CDR,4,4.01,TRAE,L,0.261930059,1.878203439,1.81032641,39.42,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CDR,6,5.99,TRAE,L,0.261930059,2.24853219,2.139656386,37.2355,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CDR,7,6.99,TRAE,L,0.261930059,3.274119024,1.877074361,22.485,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CDR,8,8.01,TRAE,L,0.261930059,3.263072558,0.842452231,10.095,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CDR,9,8.98,TRAE,L,0.261930059,2.842062732,2.14960567,29.887,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CDR,10,10.04,TRAE,L,0.261930059,3.959498262,0.381819723,3.771,73.152,16.208,47.3225,0.3775,133.3215956,43.17563236
CPR,1,1.28,ACSA,L,0.113275237,1.041569711,1.013614491,82.67375,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CPR,2,2.02,ACSA,L,0.113275237,1.323091127,1.012057385,65.51925,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CPR,3,3.01,ACSA,L,0.113275237,1.596440204,1.100988785,59.952,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CPR,4,4,ACSA,L,0.113275237,1.906830959,0.710332947,32.2595,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CPR,5,5.03,ACSA,L,0.113275237,2.286371184,1.110602933,41.29,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CPR,6,6,ACSA,L,0.113275237,4.855842185,0.948217488,16.599,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CPR,8,8.03,ACSA,L,0.113275237,3.111011638,0.455006883,12.432,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CPR,9,9.01,ACSA,L,0.113275237,2.576891106,0.554056731,18.277,27.328,15.87,49.7675,0.8075,61.83272048,19.74749408
CPR,1,1.28,DRGL,L,0.113275237,2.776521503,1.064510515,81.9165,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CPR,2,2.02,DRGL,L,0.113275237,2.966537934,0.993357987,71.5985,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CPR,3,3.01,DRGL,L,0.113275237,2.975573466,0.765929351,54.9275,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CPR,4,4,DRGL,L,0.113275237,5.036012329,0.642510074,27.173,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CPR,5,5.03,DRGL,L,0.113275237,3.916676325,0.75149035,41.0295,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CPR,6,6,DRGL,L,0.113275237,5.113587856,0.288749102,11.6395,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CPR,7,6.36,DRGL,L,0.113275237,5.507929704,0.246270252,9.553,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CPR,8,8.03,DRGL,L,0.113275237,4.864864865,0.203263416,8.927,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CPR,9,9.01,DRGL,L,0.113275237,5.245114844,0.031457903,1.281,39.8175,10.90875,47.79333333,1.973333333,24.24524092,5.45215754
CPR,2,2.02,LITU,L,0.113275237,1.144437723,0.864843479,62.093,31.272,8.7,46.355,0.72,65.0602161,11.58009044
CPR,8,8.03,LITU,L,0.113275237,2.963430013,0.317703207,8.807,31.272,8.7,46.355,0.72,65.0602161,11.58009044
CPR,1,1.28,PIRE,L,0.113275237,0.533611538,0.842452964,94.73625,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CPR,2,2.02,PIRE,L,0.113275237,0.619203668,0.8741817,84.80525,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CPR,3,3.01,PIRE,L,0.113275237,0.631396083,0.794730356,75.57233333,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CPR,4,4,PIRE,L,0.113275237,0.969603672,0.648978967,44.259,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CPR,5,5.03,PIRE,L,0.113275237,0.990229045,1.071431631,64.70675,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CPR,6,6,PIRE,L,0.113275237,1.30296643,0.504809927,20.983,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CPR,7,6.36,PIRE,L,0.113275237,1.078064923,0.371468602,20.68033333,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CPR,8,8.03,PIRE,L,0.113275237,1.573393294,0.383570634,15.2685,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CPR,9,9.01,PIRE,L,0.113275237,1.981547336,0.789603902,23.8465,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CPR,10,10.03,PIRE,L,0.113275237,1.422704605,0.362428372,15.29,44.58,19.176,53.41,0.5875,92.72093358,30.0547452
CPR,1,1.28,QUPR,L,0.113275237,1.508634173,0.840634139,77.18575,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CPR,2,2.02,QUPR,L,0.113275237,4.447378794,0.810320897,64.5355,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CPR,3,3.01,QUPR,L,0.113275237,1.2346492,0.854729379,74.59,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CPR,4,4,QUPR,L,0.113275237,2.224271058,0.882535611,41.44466667,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CPR,5,5.03,QUPR,L,0.113275237,1.9130192,0.758682639,49.3735,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CPR,6,6,QUPR,L,0.113275237,2.359751244,0.445532746,24.631,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CPR,7,6.36,QUPR,L,0.113275237,2.559419768,0.527311494,32.29966667,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CPR,8,8.03,QUPR,L,0.113275237,3.113815319,0.382897687,13.247,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CPR,9,9.01,QUPR,L,0.113275237,2.289223897,0.18816523,8.855,39.38125,23.51,51.47833333,1.026666667,50.5482187,23.34732617
CPR,1,1.28,RHMA,L,0.113275237,0.168088713,0.365877427,95.947,36.902,16.952,50.7975,0.4175,126.283126,41.38436101
CPR,2,2.02,RHMA,L,0.113275237,0.261512678,0.49729314,83.70666667,36.902,16.952,50.7975,0.4175,126.283126,41.38436101
CPR,1,1.28,THPL,L,0.113275237,0.697844077,0.993167677,95.62533333,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CPR,2,2.02,THPL,L,0.113275237,0.761782263,0.967170094,85.16825,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CPR,3,3.01,THPL,L,0.113275237,0.700672448,0.84510896,81.62533333,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CPR,4,4,THPL,L,0.113275237,0.907837216,0.772611261,57.492,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
CPR,5,5.03,THPL,L,0.113275237,0.882551623,0.905044136,69.1045,35.92,26.67142857,51.1275,0.6225,83.1161045,33.47281746
