"uFastC","uSlowC","uNecroC","pFastC","pSlowC","pNecroC","livingMicrobeC","uFastN","uSlowN","uNecroN","pFastN","pSlowN","pNecroN","inorganicN","CO2","livingMicrobeN"
0.00815073877735967,0.430444465142825,0.00261938489436088,0,0,0,0.0243479151328388,0.000131819184310288,0.009149039203109,0.000322055519798469,0,0,0,2.94679900488986e-05,3.67440976438426,0.00399146149718668
0.00787588930437406,0.403678866022196,0.00273254252657859,0,0,0,0.0257191539586994,0.000148891915729413,0.00982146204630887,0.000335968343431794,0,0,0,2.95259262141794e-05,3.6999658165198,0.00421625474732777
0.00731679459730574,0.276261602569792,0.00303462869731083,0,0,0,0.0296700027723028,0.000184240645634314,0.00910372272015717,0.000373110085734939,0,0,0,2.96722314172946e-05,3.82368923969493,0.00486393488070538
0.0077141169465939,0.1645438806763,0.00255907878405932,0,0,0,0.0256623101621994,0.000138232941492798,0.00482203845591932,0.000314640834105654,0,0,0,2.9444823024519e-05,3.93949288176249,0.00420693609216385
0.00660554865938765,0.224604823701498,0.00389799191896091,0,0,0,0.0386307818637874,0.000272447227114939,0.0115242511416721,0.000479261301511588,0,0,0,3.0068008848835e-05,3.86623312218801,0.00633291505963725
0.00772381769268019,0.605334165182314,0.00270619079601096,0,0,0,0.0240397291840795,0.000132261228816645,0.0127150385387983,0.000332728376558725,0,0,0,2.95412377171144e-05,3.50016836547654,0.00394093921050486
0.00751972169364697,0.267866010196948,0.00288205895691095,0,0,0,0.0282100949475983,0.000171381361928398,0.00819839687360834,0.000354351511095608,0,0,0,2.9621239727497e-05,3.83349438253654,0.00462460572911448
0.0085988450458333,0.650642576022509,0.00244923878482588,0,0,0,0.0210338557544117,9.27389825989422e-05,0.00934128936003088,0.000301135916167116,0,0,0,2.93884621624053e-05,3.45724775272406,0.00344817307449373
0.00786303262937624,0.478715593795022,0.00274277575831114,0,0,0,0.0253876662540831,0.00015555508842048,0.0117139335363246,0.000337226527661205,0,0,0,2.95705172716986e-05,3.62526319989485,0.00416191250066936
0.00825761676558293,0.288958252537062,0.00248935156774196,0,0,0,0.02411402513127,0.000131983127585609,0.00661042562939048,0.000306067815705979,0,0,0,2.94683402401275e-05,3.81615302233,0.00395311887397871
0.00709645131627961,0.832980768937445,0.00259757123181018,0,0,0,0.0212494150165896,8.53799797159598e-05,0.0125052007487156,0.000319373512107809,0,0,0,2.94612057165982e-05,3.27604806182952,0.00348351065845729
0.00775067363456322,0.846095666719518,0.00245031074741259,0,0,0,0.0195730231288967,5.81351700726512e-05,0.00881668918080652,0.00030126771484581,0,0,0,2.93905945043337e-05,3.26410259410126,0.00320869231621257
