"uFastC","uSlowC","uNecroC","pFastC","pSlowC","pNecroC","livingMicrobeC","uFastN","uSlowN","uNecroN","pFastN","pSlowN","pNecroN","inorganicN","CO2","livingMicrobeN"
0.009937279658221,0.611433213346934,0.00235123522787281,0.599131177344423,0.0573467461052212,0.924985199374376,0.0172957049965235,0.000160712315115349,0.0133728603609761,0.000289086298508953,0.0096895490396273,0.0012853940700004,0.113727688447669,2.94829299726011e-05,675.8367280159,0.00283536147483984
0.00920195394558108,0.56306805598302,0.0024194933748259,0.598343707358172,0.0527148858709827,0.926637526036072,0.0185805219870232,0.000173960869491968,0.0140634509672854,0.000297478693626135,0.0113115531986619,0.00134817161471993,0.113930843365091,2.9540895510835e-05,675.888242427368,0.00304598721098723
0.00770428738669818,0.364264277908065,0.00247630214616558,0.636311419356915,0.0339117331412606,0.867520882322911,0.0213389683041488,0.000193997913075249,0.0122262154970587,0.000304463378626915,0.0160226483288141,0.00116929118116413,0.106662403564291,2.96872748889641e-05,676.125680701359,0.00349819152527057
0.00761040560347344,0.210053302427992,0.00198874020129715,0.697787965518125,0.0195170781326518,0.676570897157765,0.0176392618716358,0.000136374488461174,0.00626784564836087,0.000244517237864405,0.0125039954254839,0.000608802581891691,0.0831849463718572,2.94597512028132e-05,676.428040921017,0.00289168227403905
0.00624439785026052,0.285074952834741,0.00324767084964765,0.624504272851738,0.0264909769777503,1.02504271172069,0.030469613576415,0.000257551486943959,0.0149123099321835,0.000399303792989464,0.0257578085081685,0.00141937298811136,0.126029841605001,3.00832529749984e-05,676.058133975238,0.00499501861908493
0.00960232431290319,0.898674150439884,0.00274528695664282,0.495710975077293,0.0847555586053296,1.11537503035933,0.0185370988000231,0.000164428429521854,0.0195499802723633,0.000337535281554445,0.00848846325875086,0.00187758202202044,0.137136274224509,2.95562147765216e-05,675.433808147358,0.00303886865574155
0.00789420052168952,0.353393049387242,0.00236452945216508,0.64569519391098,0.0329024356025477,0.833902924107369,0.020219226584801,0.000179916078262049,0.0110396691685133,0.000290720834282591,0.0147159863398367,0.00105812786468105,0.102529048045987,2.96362573469806e-05,676.162837012359,0.00331462730898389
0.0108323249998665,0.996053989080829,0.00265488603730378,0.498685792494662,0.0942777516947892,1.11117388769198,0.0163569797641982,0.000116827177872628,0.0150728860202333,0.000326420414422595,0.0053783517188682,0.0014594567098324,0.136619740289996,2.94033617664066e-05,675.329172960151,0.00268147209249144
0.00894674340387814,0.676838399803297,0.0026328254199064,0.550441376018564,0.0635069902793683,1.01799191286874,0.019643756580438,0.00017699423706652,0.0171058159496473,0.000323708043431114,0.0108894317183634,0.00163801452531271,0.125162940106811,2.95855091754949e-05,675.719206567553,0.00322028796400628
0.00899263150103609,0.389373435843382,0.00210456845784868,0.65931627179979,0.0363258612653328,0.779950981674066,0.0169631324830346,0.000143731013974686,0.0091560316536357,0.000258758416948609,0.0105379828212531,0.000882797953341074,0.095895612500911,2.94832803413728e-05,676.166181688922,0.00278084139066134
0.00898396455184981,1.32704020683816,0.0030827535605901,0.371864354698952,0.126198943541437,1.30657455928384,0.0176823345264579,0.000108089336066631,0.0210100988275664,0.000379027077121733,0.0044740349290405,0.00203292551449997,0.160644413026702,2.94761422007242e-05,674.897781454909,0.00289874336499274
0.0101215682096837,1.38261267487243,0.0029870073471353,0.390841590367444,0.13178049777849,1.28754242080105,0.0159693946811997,7.59184449010914e-05,0.0155079173301379,0.000367255001696962,0.00293157000266335,0.00151195687818058,0.158304396000127,2.94054951894071e-05,674.837353417866,0.00261793355429487
