"uFastC","uSlowC","uNecroC","pFastC","pSlowC","pNecroC","livingMicrobeC","uFastN","uSlowN","uNecroN","pFastN","pSlowN","pNecroN","inorganicN","CO2","livingMicrobeN"
0.00220893948116827,0.0904371204801451,0.00119321254659829,0.181777015550859,0.00841746343244421,0.506338059497986,0.0098479933376526,1.22521561843979e-05,0.00309413793644779,0.00014670646064733,0.00127596810232434,0.000304030021533165,0.0622546794464733,2.94772770284974e-05,155.080899355423,0.00161442513732009
0.00221083950894285,0.0858138802548959,0.00121197357998755,0.183657047562927,0.00798974317533774,0.51031643491789,0.0101168217906125,1.45142251906378e-05,0.00323618683367436,0.000149013145080437,0.00153690120816456,0.000317219254099348,0.0627438239653147,2.9535231452641e-05,155.079802418961,0.00165849537550999
0.00224004983632327,0.0623612581510098,0.00124695347513956,0.194169746082232,0.00582778658449598,0.511811214948235,0.0107825117644269,2.08899717140263e-05,0.00311756327754583,0.000153313951861421,0.00236816127915903,0.000306310022805446,0.0629276083952743,2.96815827645486e-05,155.09267963891,0.00176762487941435
0.00229237297834761,0.0402161085573553,0.0011213231851835,0.205005350161511,0.00378741051069038,0.470216616463103,0.00968917428671223,1.61575676486176e-05,0.00220835713120813,0.000137867604735676,0.00190963428204228,0.000221253578134075,0.0578135184175947,2.94541027029181e-05,155.148790803609,0.00158838922732994
0.00222914107394842,0.0532182048309168,0.00140208319146276,0.198080390208049,0.00499819334097457,0.549183372939101,0.012640192577593,3.45602946904578e-05,0.00366820535601442,0.000172387277638864,0.00408799047030854,0.000358392263873668,0.067522545853168,3.00774849272609e-05,155.059367581592,0.00207216271763838
0.00211373486219854,0.122424512560993,0.00126326722349814,0.166807687141135,0.0113905558326671,0.536035355644387,0.0102250666768975,1.0768944754451e-05,0.00381696310606118,0.000155319740594033,0.00105111601055086,0.000372001197879634,0.0659059863497189,2.95505477810702e-05,155.030858979806,0.0016762404388355
0.00224787109466366,0.0605668632734384,0.00122356921729896,0.195115953443826,0.0056614636379921,0.504714701939721,0.0105400337270231,1.90974213363757e-05,0.00293061566776951,0.000150438838192494,0.0021669842093311,0.000288858558953294,0.0620550863040627,2.96305750044733e-05,155.101048703424,0.00172787438147932
0.00212462606527534,0.129107059697504,0.00120460640390831,0.164973329649787,0.0120176078461839,0.521124985726982,0.00951193047780399,6.69913108135936e-06,0.00313699700305693,0.000148107344742824,0.000631099237239527,0.000308835720308776,0.0640727441467594,2.93977240784061e-05,155.041055013877,0.00155933286521379
0.0021725602036057,0.0996931008160087,0.00124732045030097,0.177092634937098,0.00927665889595067,0.524792359952231,0.0103412518721483,1.41530661951525e-05,0.00362293354134673,0.000153359071758316,0.00145689817063144,0.000353460556649711,0.0645236508137985,2.95798365632477e-05,155.056503272627,0.00169528719215542
0.00225822828405956,0.0639466864889958,0.00116309989553031,0.193906653412301,0.00596938687762746,0.488866967311525,0.00982218438369295,1.34129070701511e-05,0.0025929950328714,0.000143004085516021,0.0014921512257378,0.000257187956445367,0.0601065943415802,2.94776273300908e-05,155.115185953099,0.00161019416126101
0.0019995054400737,0.161311710825845,0.00127451964146294,0.150093049052952,0.0150316199493399,0.551147820054647,0.00988674831558559,5.57515586436976e-06,0.0037749354276995,0.000156703234606098,0.000495528755784546,0.000369207859465272,0.0677640762362263,2.9470490558082e-05,154.990374186468,0.00162077841239116
0.00201203954984869,0.162292626191003,0.0012468432027675,0.150482435763158,0.0151295082607142,0.541577656328455,0.00955331619617686,3.51676607974546e-06,0.00307331023152456,0.00015330039378289,0.000308804229635899,0.000303929219643461,0.0665874167616967,2.93998570923523e-05,154.998824734256,0.00156611740920936
