"uFastC","uSlowC","uNecroC","pFastC","pSlowC","pNecroC","livingMicrobeC","uFastN","uSlowN","uNecroN","pFastN","pSlowN","pNecroN","inorganicN","CO2","livingMicrobeN"
0.00764309781179718,0.411002539807351,0.00162970396420566,0.374850288086572,0.0386922200206948,0.531984165268869,0.0118432716901602,0.000123609276002491,0.00961804962981623,0.000200373438222008,0.00606232889603976,0.00092769019532444,0.0654078891724016,2.91801904631547e-05,380.451139693701,0.00194151994920656
0.00794547779403032,0.44735555687635,0.00162095167759012,0.369456246708111,0.0421785325501472,0.539553167652696,0.0113276446654049,0.000108139845115903,0.00915297700377004,0.000199297337408621,0.0050283875094515,0.000885253218350822,0.0663385042195941,2.91502044242433e-05,380.409347402416,0.00185699092875487
0.00759836817549582,0.604596281299883,0.00182334735794793,0.317024681885343,0.0572365293806284,0.623390635972763,0.0118885981455733,0.000103934892356353,0.0117835894779878,0.000224182052206714,0.00433644769837955,0.00113917265761089,0.0766463896687831,2.9176247774738e-05,380.205226538123,0.00194895051566787
0.00607789443852194,0.345621793254784,0.00198360897256461,0.362587661694936,0.0324002994360649,0.587509737880636,0.0164294198248303,0.000194850290722802,0.0139701138092687,0.000243886349085813,0.0116241425395554,0.00133305020046297,0.072234803837784,2.9369650807356e-05,380.476174564839,0.00269334751226706
0.00552164407564376,0.196302125125386,0.00211381343199452,0.403763025353931,0.0183455011511548,0.564118581432952,0.0193200222788428,0.000227741357318868,0.0106575115289886,0.000259895094097687,0.0166532898842384,0.00101833659268607,0.0693588419794608,2.95337993984736e-05,380.619300267477,0.00316721676702358
0.00734726778853941,0.293414512181715,0.00149513698022462,0.408118299813048,0.0275249769855798,0.466972367096412,0.011594168079378,0.000112930270278328,0.00713287030659393,0.000183828317240732,0.00627293182035839,0.00069002318782247,0.0574146352987393,2.91419906255464e-05,380.612318251398,0.00190068329170143
0.00768094130673868,0.6592435709977,0.00184627389079153,0.304924370617008,0.0625249127598451,0.639788597418344,0.0115175332208148,8.28393439342556e-05,0.0107767112729541,0.000227000888212074,0.00328862489670943,0.001045843536037,0.0786625324694689,2.91472419459689e-05,380.14125878013,0.00188812020013344
0.00704988088008786,0.457484507889424,0.00180155182428204,0.347678594450463,0.0430937823747159,0.580643666829613,0.0132033979888269,0.000139468433535282,0.0121845603623916,0.000221502273477301,0.00687815720102624,0.00117093984778507,0.0713906147741333,2.9259486922313e-05,380.377829598111,0.00216449147357816
0.00713904896743398,0.845666562116388,0.0020026909204611,0.252053562446211,0.0805736113411535,0.714444040463556,0.0113880394097206,5.65321457950289e-05,0.0108512946225171,0.000246232490220627,0.00199594214934477,0.00105836258129795,0.0878414803848625,2.91705445006317e-05,379.915517424685,0.00186689170651175
0.00633441359365282,0.879848066724682,0.00211472181117574,0.227319943508237,0.0838162766004662,0.747627959098202,0.0124283325040652,7.6211627478917e-05,0.0148047708827895,0.00026000678006259,0.00273496869079204,0.00143531794374462,0.0919214703809258,2.92241557768782e-05,379.869295266519,0.00203743155804352
0.00679974705726927,0.903394967484411,0.0020592494966064,0.233693787793854,0.0861724320887598,0.738810931768522,0.0114867239047248,5.10025928407782e-05,0.0110799814012998,0.00025318641351718,0.00175285771778186,0.00108162199395614,0.0908374096436701,2.91590891930868e-05,379.846367140741,0.00188306949257787
