"x"
15.687873
15.511597
15.33532
15.159043
14.982767
14.80649
14.630213
14.453937
14.27766
14.101383
13.925107
13.74883
13.572553
13.396277
13.22
13.04441
12.868819
12.693229
12.517639
12.342048
12.166458
11.990868
11.815277
11.639687
11.464097
11.288506
11.112916
10.937326
10.761735
10.586145
10.410555
10.234965
10.059374
9.883784
9.708194
9.532603
9.357013
9.181423
9.005832
8.830242
8.654652
8.479061
8.303471
8.127881
7.95229
7.7767
7.664253
7.551807
7.43936
7.326913
7.214467
7.10202
6.989573
6.877127
6.76468
6.652233
6.539787
6.42734
6.314893
6.202447
6.09
5.977553
5.865107
5.75266
5.640213
5.527767
5.41532
5.302873
5.190427
5.07798
4.965533
4.853087
4.74064
4.628193
4.515747
4.4033
4.36959
4.335881
4.302171
4.268461
4.234752
4.201042
4.167332
4.133623
4.099913
4.066203
4.032494
3.998784
3.965074
3.931365
3.897655
3.863945
3.830235
3.796526
3.762816
3.729106
3.695397
3.661687
3.627977
3.594268
3.560558
3.526848
3.493139
3.459429
3.425719
3.39201
3.3583
3.404268
3.450235
3.496203
3.542171
3.588139
3.634106
3.680074
3.726042
3.77201
3.817977
3.863945
3.909913
3.955881
4.001848
4.047816
4.093784
4.139752
4.185719
4.231687
4.277655
4.323623
4.36959
4.415558
4.461526
4.507494
4.553461
4.599429
4.645397
4.691365
4.737332
4.7833
4.910761
5.038221
5.165682
5.293143
5.420604
5.548064
5.675525
5.802986
5.930446
6.057907
6.185368
6.312829
6.440289
6.56775
6.695211
6.822671
6.950132
7.077593
7.205054
7.332514
7.459975
7.587436
7.714896
7.842357
7.969818
8.097279
8.224739
8.3522
8.484619
8.617039
8.749458
8.881877
9.014297
9.146716
9.279135
9.411555
9.543974
9.676394
9.808813
9.941232
10.073652
10.206071
10.33849
10.47091
10.603329
10.735748
10.868168
11.000587
11.133006
11.265426
11.397845
11.530265
11.662684
11.795103
11.927523
12.059942
12.192361
12.324781
12.4572
12.590107
12.723013
12.85592
12.988827
13.121733
13.25464
13.387547
13.520453
13.65336
13.786267
13.919173
14.05208
14.184987
14.317893
14.4508
14.583707
14.716613
14.84952
14.982427
15.115333
15.24824
15.381147
15.514053
15.64696
15.779867
15.912773
16.04568
16.178587
16.311493
16.4444
16.565568
16.686735
16.807903
16.929071
17.050239
17.171406
17.292574
17.413742
17.53491
17.656077
17.777245
17.898413
18.019581
18.140748
18.261916
18.383084
18.504252
18.625419
18.746587
18.867755
18.988923
19.11009
19.231258
19.352426
19.473594
19.594761
19.715929
19.837097
19.958265
20.079432
20.2006
20.25284
20.30508
20.35732
20.40956
20.4618
20.51404
20.56628
20.61852
20.67076
20.723
20.77524
20.82748
20.87972
20.93196
20.9842
21.03644
21.08868
21.14092
21.19316
21.2454
21.29764
21.34988
21.40212
21.45436
21.5066
21.55884
21.61108
21.66332
21.71556
21.7678
21.758981
21.750161
21.741342
21.732523
21.723703
21.714884
21.706065
21.697245
21.688426
21.679606
21.670787
21.661968
21.653148
21.644329
21.63551
21.62669
21.617871
21.609052
21.600232
21.591413
21.582594
21.573774
21.564955
21.556135
21.547316
21.538497
21.529677
21.520858
21.512039
21.503219
21.4944
21.398074
21.301748
21.205423
21.109097
21.012771
20.916445
20.820119
20.723794
20.627468
20.531142
20.434816
20.33849
20.242165
20.145839
20.049513
19.953187
19.856861
19.760535
19.66421
19.567884
19.471558
19.375232
19.278906
19.182581
19.086255
18.989929
18.893603
18.797277
18.700952
18.604626
18.5083
18.332023
18.155747
17.97947
17.803193
17.626917
17.45064
17.274363
17.098087
16.92181
16.745533
16.569257
16.39298
16.216703
16.040427
15.86415
